,artist_id,MBID,artist_name,encoded_artist_id
168275,139758,35ef61ca-43db-4772-ba27-0489e9ebcb69,EMMYLOU HARRIS & DON WILLIAMS,699
168424,67496,61f62beb-56e6-4206-b06c-8e1168931007,Captain Beefheart,387
168464,248009,053e3289-1cab-4b44-9535-9ab1beb3b207,Neil Young & Crazy Horse,1190
168546,447098,164f0d73-1234-4e2c-8743-d77bf2191051,Kanye West Ft. Mr. Hudson,1914
168559,29145,,Arcade Fire & Andy Samberg,140
168607,76766,,Chris Brown Ft. Lil Wayne & Too Short,439
168638,300886,8ceafb27-79b4-4d35-b2c1-b19a8625406b,Rosemary Clooney,1421
168645,31356,01809552-4f87-45b0-afff-2c6f0730a3be,Elvis Presley & Jerry Lee Lewis,155
168684,126872,512a6ad6-ae7b-471f-9417-53e5f4839906,坂本龍一 & Robin Scott,645
168757,360362,737286bc-1b92-41c3-82f9-3573abc5378b,The Knife & Jenny Wilson,1645
168797,127721,,Witch Hunter Robin,652
168802,17319,fb7272ba-f130-4f0a-934d-6eeea4c18c9a,Al Green & Lyle Lovett,78
168807,291529,fbb375f9-48bb-4635-824e-4120273b3ba7,Regina Spektor,1381
168898,296151,3f962bf0-42a0-45a0-830f-07b66301d35f,Rita Lee & Tutti Frutti,1399
168960,124519,3e518707-b079-4334-bb6e-bfde317ce4d3,Jennifer Lopez,628
168971,466767,,Kaskade & EDX vs. Alex Gaudino,1994
169076,61180,4336a134-d091-4e54-9967-c7c433db6d4e,Buddy Guy,348
169090,114529,1f2704a5-018a-422d-841b-c930fe28e76a,Dionne Warwick & The Spinners,591
169110,378157,57c6f649-6cde-48a7-8114-2a200247601a,Tom Jones & Mousse T.,1696
169228,88792,,Cypress Hill & Dr. Dre,492
169301,14052,1138a764-2212-4d0a-b02d-0dc14df91e08,Akon & Hamsika Iyer,61
169392,147610,d5da1841-9bc8-4813-9f89-11098090148e,"Fall, The",733
169497,124041,02f1d12d-b733-47f1-aba6-f4cc6d290eb7,Elvis Costello & Steve Nieve,624
169512,47307,,"NOTORIOUS BIG, The",246
169535,256976,,Sinéad O'Connor & Mary J. Blige,1232
169618,269536,7bf1f441-ccf1-4258-9797-07c8d16eb44c,Paul Oakenfold feat. Nelly Furtado & Tricky,1286
169642,41687,,BB King & Bobby Blue Bland,212
169667,433694,c0d96e6b-ee48-422d-8c28-f169ada973a8,Holly Golightly,1868
169753,288391,53218007-07c1-4634-a4ad-57cdbe18bc17,Ras G,1373
169810,359535,,Jam & Spoon feat. Rea Garvey,1640
169817,56429,044736f4-188e-47df-9ad9-a0e136ba67d2,John Williams,315
169835,203890,,London Symphony Orchestra & Peter Maag,998
169947,234386,936addc3-91aa-49de-8ec0-0dc186de151f,Misfits,1127
170053,344133,23d8426c-18c7-46e6-a51d-7395bd43c641,Tangerine Dream & Jon Anderson,1600
170151,309369,0a05119c-34e4-4fbc-a811-b7db1411bc34,Sergio Mendes & Brasil '86,1456
170156,44071,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,Ben Folds,227
170312,55642,,Booker T.,313
170327,335869,0d44d89c-154a-4e9b-b964-58d140bc313c,Stone Roses,1568
170354,459788,cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8,Jose Gonzalez & St. Vincent,1977
170376,456780,75a72702-a5ef-4513-bca5-c5b944903546,John Legend & André 3000,1964
170450,18055,6b064ead-91a4-4ac8-8076-b1febe4f4aac,Alison Krauss & the Cox Family,85
170451,56994,494e8d09-f85b-4543-892f-a5096aed1cd4,Mariah Carey Feat. Jay-Z & Freeway,319
170468,241070,,Mr. Oizo & Gaspard Augé;,1160
170490,271162,2030e776-73b2-4cf8-8c15-813e801f8151,Pendulum & Bulletproof,1296
170497,456770,b0122194-c49a-46a1-ade7-84d1d76bd8e9,John Lee Hooker & Ben Harper,1963
170541,283933,1fda852b-92e9-4562-82fa-c52820a77b23,Pussycat Dolls feat. R Kelly & Polow Da Don,1357
170551,224541,26f07661-e115-471d-a930-206f5c89d17c,Motley Crue,1083
170559,16783,,Alex M.O.R.P.H. & Natalie Gioia,76
170590,220076,06db73fd-57e2-4a6f-bcd3-699fb7bb7af4,Martin Solveig & The Cataracs feat. Kyle,1064
170600,112861,4631837c-0e48-4773-86b9-db05d0ad2562,Die Aerzte,576
170828,114580,,Diplo & Davoodi,592
170961,228514,,MF Doom & Trunks,1106
170996,102923,,Danny Brown & Black Milk,527
171039,53608,,"Bobby Darin & Johnny Mercer, with Billy May & His Orchestra",294
171053,402435,668fd73c-bf54-4310-a139-305517f05311,Willie Nelson &  Kenny Wayne Shepherd,1774
171145,440324,328d146c-79f1-4eb6-9e40-8ee5710c14e5,Imogen Heap,1886
171211,562282,,The Cherry Blues Project,1998
171250,291734,3531715d-fee3-4c5b-82ff-5d85865b598b,Reinhard Mey,1382
171332,397111,e34e41f2-f480-45d3-8190-a3ce5ab34fab,Wale & Pharrell,1756
171336,61438,04f36ed0-1a92-4f09-a3e5-b118e0f2c66b,Bugge Wesseltoft & Henrik Schwarz & Dan Berglund,351
171346,176473,0d89d485-77b4-45b2-b480-4e556425823b,Henry Mancini,876
171422,196245,45057cd9-e3f8-4f47-beed-cb412bffa210,Legendary Skatalites In Dub,961
171632,137954,03ad1736-b7c9-412a-b442-82536d63a5c4,Elliott Smith,689
171638,418027,,Dizzy Gillespie & His All Star Quintet,1836
171691,37970,,)EIB( & Trace [Bad Company],191
171798,315200,726cb350-d775-4e07-b006-898555f24b0d,Shakira & Alejandro Sanz -,1480
171806,335464,4edb7c9c-2ce5-4b4d-8527-51268eae946e,Sting & Julio Iglesias,1567
171858,139394,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem ft. Pink,698
171982,197007,0ef3f425-9bd2-4216-9dd2-219d2fe90f1f,Lenny Kravitz,967
172109,139394,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem & Marilyn Manson,698
172120,245929,5b86eefc-f3b2-4b91-8161-c505869fb17f,Natacha Atlas & the Mazeeka Ensemble,1183
172173,200125,,LiL B & RiFF RAFF SODMG,979
172208,321482,41e3ebd8-ed74-4496-b370-7d63a8434ede,Sizzla & Anthony B,1502
172308,44647,,Benny Goodman & his Orchestra; vocal by Helen Forrest,231
172326,206719,b8b30699-7814-4fd1-ab75-6f22f5da0fac,Louis Jordan & His Tympany Five,1006
172421,76766,,Chris Brown Ft. Wiz Khalifa & Rihanna,439
172482,74986,1ba1d493-7114-45e2-b163-a36d49a0c065,Chet Baker & Gerry Mulligan,425
172562,297605,93209865-ebeb-4346-96a5-f64305cd0185,Robert Rich & Lisa Moskow,1406
172702,7024,aae8b7e5-d937-40b1-a121-b3841f2daf39,Aaliyah,27
172727,223766,,Max Raabe,1079
172775,120937,5f6ab597-f57a-40da-be9e-adad48708203,"Dr. Dre, Eminem & Snoop Dogg",613
172860,75192,,Chicane & Ferry Corsten,427
172906,166947,44a7f7d5-79df-4f44-8f5e-02dfc0626904,Gypsy Kings,830
173064,13964,,Akira Yamaoka &  Melissa Williamson,60
173144,181941,ad4ba77a-2382-4367-b687-89d38c58e16d,Kevin Ayres,907
173233,282779,,Psychick TV & White Stains,1352
173556,25303,4d8afa16-4018-4ca8-8b5e-ede8f9314562,"Animals, The",122
173754,15084,,"Albinoni, Tomaso",69
173794,335464,4edb7c9c-2ce5-4b4d-8527-51268eae946e,Sting & Eric Clapton,1567
173808,446686,0b7ee619-16ed-4e60-b871-6a2111c12b76,James Last  & Gheorghe Zamfir,1910
173872,447444,e4f92153-dd32-4c81-98bd-e0ad9a1b9672,Jane Birkin & Vanessa Paradis,1917
173930,272592,,Peter Gabriel & Melanie Gabriel,1306
174067,209060,90270118-8ed0-4446-bf97-8a09b3f9e8f3,Luis Miguel,1018
174085,270519,83b9cbe7-9857-49e2-ab8e-b57b01038103,Pearl Jam,1293
174203,398586,1a46826b-4d73-4e04-8590-f36c9d832f9e,Waylon Jennings,1760
174210,156875,e20747e7-55a4-452e-8766-7b985585082d,Frank Zappa and The Mothers of Invention,773
174220,265316,7bc8dd01-35ea-4b18-a64d-3a364dc76a52,Paco de Lucía & Ramón de Algeciras,1269
174259,115120,,Disclosure Ft. AlunaGeorge,596
174265,42070,,Beenie Man & Ninja Ford,215
174392,418027,e0b0aca5-4e1a-4f75-a598-463ffdc894e9,Dizzy Gillespie,1836
174464,165098,,Gerry Mulligan & Astor Piazzolla,822
174504,276973,81b9963b-7ff7-47f7-9afb-fe454d8db43c,Placebo,1332
174553,310996,ae002c5d-aac6-490b-a39a-30aa9e2edf2b,"Skrillex & Damien ""Junior Gong"" Marley",1465
174597,179065,,Nohavica Jarek,890
174644,187223,,Kool & The Gang (Featuring Jamiroquai),927
174718,128955,92bb085a-2924-4479-b627-181a1835d2f5,Nobuo Uematsu and Shiro Hamaguchi,662
174753,42070,0d85b9f2-802d-48bb-aa85-6a9668869053,Beenie Man & Mýa,215
174810,191873,,Lalo Schifrin & Dizzy Gillespie,946
174832,180970,381086ea-f511-4aba-bdf9-71c753dc5077,Kendrick Lamar/Ashtro Bot,903
174842,124519,3e518707-b079-4334-bb6e-bfde317ce4d3,Jennifer Lopez featuring Ja Rule,628
174905,211702,79239441-bfd5-4981-a70c-55c3f15c1287,Madonna & Otto Von Wernherr,1030
175006,104560,ccfa0410-bd90-4fd1-ab85-8995a57e265b,Dash Berlin & 3LAU feat. Bright Lights,532
175031,73921,260b6184-8828-48eb-945c-bc4cb6fc34ca,Mike G; Charli XCX,417
175085,130379,5ffb73c0-b739-4231-ba22-f8d361be1d45,菅野よう子,668
175090,164291,9f7d9433-f137-4892-a04a-718c7afa5eec,"Händel, Georg Friedrich",815
175168,46425,183105b5-3e68-4748-9086-2c1c11bf7a3d,Beyoncé feat Jay Z,237
175195,211023,b6d7ec94-830c-44dd-b699-ce66556b7e55,"Macklemore & Lewis, Ryan ft. Wanz",1027
175198,196973,4d5447d7-c61c-4120-ba1b-d7f471d385b9,John Lennon & Yoko Ono with the Plastic Ono Band,966
175226,174298,f5cff7b2-b19d-4934-8525-b17248b30ab3,Gus Gus,868
175272,309261,7f2aa196-cfd4-4a3d-ace3-28b7b6a79af7,SBTRKT Feat. Jessie Ware & Sampha,1455
175280,227,,David Guetta & Ne-Yo,2
175310,52563,0b1c12c9-891e-4df9-9208-09bb9b25ee82,BLUE & SIR ELTON JOHN,284
175327,310425,101c5a22-3028-48c6-859c-ad3e21361838,Scooter,1462
175383,195723,,Lee Scratch Perry,957
175511,120937,5f6ab597-f57a-40da-be9e-adad48708203,Dr Dre,613
175514,87999,,The Cure & the Cause (Acoustic Version),486
175723,443855,9efaba0d-d161-425f-ba84-24bb222a1120,IRON,1900
175763,278147,57e79d57-b795-475e-9fa2-5dd9d5513b8c,P.O.D,1336
175791,160550,aa281784-a8a9-4dfc-b17e-b5503c6a2c96,Future World Music,794
175804,399353,6fe07aa5-fec0-4eca-a456-f29bff451b04,Weezer,1763
175805,236252,,Modest Mouse & 764-Hero,1135
175830,140846,35f866dc-c061-48ba-8157-cf2e0eac4857,Enrique Iglesias & Usher feat. Lil Wayne,705
175837,121538,,Dr. Feelgood & The Interns,616
175892,165636,,Ghostface Killah & Cam'Ron,824
175897,341174,317d0217-b3d1-447c-ab99-56f21ff93f8f,Swedish House Mafia feat John Martin,1591
175901,382217,95e9aba6-f85c-48a0-9ec9-395d4f0e3875,Trentemoller & Buda,1713
176016,114580,,Diplo & Santogold,592
176044,19255,,Alpha & Omega feat. Gregory Isaacs,91
176048,253788,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,NOFX,1223
176072,185041,98b67ebc-5606-4cdb-9787-47b12cceb101,Kiss & The Melbourne Symphony Orchestra,920
176126,15304,09c0f334-f9de-4970-b9ee-ef799cd093be,Al Di Meola,72
176162,276973,81b9963b-7ff7-47f7-9afb-fe454d8db43c,Placebo feat. Alison Mosshart,1332
176187,447098,,Kanye West & The Beatles,1914
176276,300587,4f6dd51e-bfd7-4153-ace7-9316d1757a57,Roots Manuva & Wrongtom,1419
176438,358654,d4305549-6b4e-4a57-b24d-8af0743fe191,The Hollies,1635
176461,21403,efaefde1-e09b-4d49-9d8e-b1304d2ece8d,Amorphis,101
176641,343509,,Ta-Ku & Pavel Dovgal,1596
176686,214654,32efea44-6cb5-4b4f-bdaa-c8b8f6cef981,Manic Street Preachers,1039
176692,466767,,Kaskade & Late Night Alumni,1994
176705,331354,83c84c73-84fa-4668-a75a-7aced8ca34ec,Hank Williams,1544
176949,41687,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,B. B. King & John Mayer,212
176953,169922,e21857d5-3256-4547-afb3-4b6ded592596,Gorillaz feat. Snoop Dogg & Hypnotic Brass Ensemble,845
176955,29692,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,Ariana Grande & Zedd,146
177005,74986,1ba1d493-7114-45e2-b163-a36d49a0c065,Chet Baker & Russ Freeman,425
177014,88077,944655bc-16b1-48d2-b4ff-f73654612fcf,Current 93,488
177189,325683,,"SOIL&""PIMP""SESSIONSと椎名林檎",1526
177282,272336,,Pete Namlook & Dr. Atmo,1304
177285,442190,7a1eb805-2242-4daa-bd90-c1ed350e2e48,Insane Clown Posse,1896
177336,211023,b6d7ec94-830c-44dd-b699-ce66556b7e55,Macklemore & Rryan Lewis,1027
177415,33315,,Astrud Gilberto & Stan Getz: The Girl From Ipanema,167
177439,3165,,Chainz & Wiz Khalifa,6
177536,438992,3a052c99-8c18-484a-8beb-9873b4fb3106,Iggy Azalea & Rita Ora,1882
177613,126872,,Ryuichi Sakamoto & the Kakutougi Session,645
177636,208250,,Luciano Pavarotti & Wandsworth School Boys Choir & The National Philharmonic Orchestra & Kurt Herbert Adler & Gounod & J.S. Bach,1012
177776,31464,070d193a-845c-479f-980e-bef15710653e,Prince & The New Power Generation,157
177793,194151,472b9953-1f10-4aed-b1ec-d0c23ffb2cf1,Laura Pausini & Johnny Hallyday,952
177832,105541,,David Arnold & Chris Cornell,540
177836,44579,,BENNY BENASSI & DIGITALISM,230
177901,243407,8ca01f46-53ac-4af2-8516-55a909c0905e,My Bloody Valentine,1169
177937,276201,113e0972-077f-423b-9b5f-3cc8a5bafa0f,Pink Martini,1326
177954,142862,3ab7295a-54ac-40e8-b1b2-3d110a143550,Eros Ramazzotti & Anastacia,717
178044,120937,,Dr. Dre & Eminem Vs. The White Stripes,613
178057,319680,42e1a761-429e-403c-971a-e85c2f748cfa,SILVIO RODRÍGUEZ,1493
178072,19627,fc7bbf00-fbaa-4736-986b-b3ac0266ca9b,Alt-J ∆,93
178124,208250,705076ef-a0c5-472f-bebd-3e72174fcaf4,Luciano Pavarotti& Lucio Dalla,1012
178141,298991,a35237a0-4f47-40a6-b6f3-1e786db23402,Rod Stewart & The Faces,1414
178146,229444,210769a3-4aca-4199-a2e1-676ef376e078,Michael Jackson & The Jacksons,1113
178172,88792,,Cypress Hill & Fergie,492
178289,19895,,Aly & Fila feat. Josie,94
178316,462060,c45d161f-83ce-4464-ba41-44202e6916d9,JUICY J FEAT. LIL WAYNE & 2 CHAINZ,1984
178333,5620,550f1cd1-f21f-463f-8e1d-507609fd5eba,SITD,22
178342,78192,,Christophe Beck & Frozen Cast,443
178457,413280,a81259a0-a2f5-464b-866e-71220f2739f1,ZZ Top,1815
178517,434604,d185d986-ee96-4fd3-bd61-8c848a4765b6,Horace Silver & The Jazz Messengers,1872
178554,61438,04f36ed0-1a92-4f09-a3e5-b118e0f2c66b,Bugge Wesseltoft,351
178613,30345,3349c8d2-81c3-4dd2-9495-4290c9e5c7e3,Armin van Buuren feat. Laura V,150
178638,270517,09007862-6b59-4562-93c6-5387a724a7b0,Hans Zimmer & Klaus Badelt,1292
178879,48610,64b94289-9474-4d43-8c93-918ccc1920d1,Billy Joel,259
178938,248739,,Nero & Knife Party vs. The Jets vs. Michael Jackson,1196
178942,118045,,Tiesto & Steve Aoki feat. Polina,603
178945,331896,17ed0092-b086-4f1c-95bf-32fb79c511c5,Stan Getz & Chet Baker,1546
178974,196245,45057cd9-e3f8-4f47-beed-cb412bffa210,The Skatalites & Laurel Aitken,961
179116,73720,,Charlie Haden & The Liberation Music Orchestra,415
179150,277046,7e54d133-2525-4bc0-ae94-65584145a386,Plaid,1333
179220,133975,0efe858c-89e5-4e47-906a-356fa953fd6e,Editors,677
179452,413961,5f3b32e5-efb5-4096-9260-587c155e50b7,Cosmic Gate featuring Emma Hewitt,1818
179458,320708,78ea5ea1-3c4d-4b7e-ac5d-68900319ebe2,Siousxie and The Banshees,1500
179510,42070,0d85b9f2-802d-48bb-aa85-6a9668869053,Beenie Man,215
179522,48017,8247a3f2-3a8e-4256-b322-6c57b03a4e36,Bill Evans & Jim Hall,251
179534,29692,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,Ariana Grande Feat Zedd,146
179730,245923,1205c4f2-a18f-4ee6-80b5-97d4a7f0ae27,Nat King Cole Quartet,1182
179733,180678,,Kelly Clarkson & Egor Golovin,901
179754,456770,b0122194-c49a-46a1-ade7-84d1d76bd8e9,John Lee Hooker & Van Morrison,1963
180089,8102,,"Above & Beyond, Oceanlab",31
180117,45360,74cad662-0eb6-4044-908e-04680457957a,Bernard Hermann Orchestra,236
180156,349105,03f3deb7-0419-4bf9-a1e7-511946385717,The Alchemist,1617
180176,56683,5441c29d-3602-4898-b1a1-b77fa23b8e50,Scumfrog vs David Bowie,316
180243,261519,00034ede-a1f1-4219-be39-02f36853373e,O Rappa & Maria Rita,1251
180311,62444,10a9ff92-9637-4498-afea-7044b2ab0dc0,Busta Rhymes feat. P. Diddy & Pharrell,359
180368,463458,e0140a67-e4d1-4f13-8a01-364355bee46e,Justin Bieber FT Big Sean & Diplo,1988
180407,385643,,Twit,1719
180421,42398,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,The Beatles & George Martin,218
180451,129446,60d2ea34-1912-425f-bf9c-fc544e4448cd,澤野弘之,666
180497,11887,7cc9acaa-46c2-4237-a093-9d663f68079e,Afrojack & THIRTY SECONDS TO MARS,49
180498,124519,3e518707-b079-4334-bb6e-bfde317ce4d3,Jenifer Lopez,628
180535,30345,3349c8d2-81c3-4dd2-9495-4290c9e5c7e3,Armin van Buuren & Orjan Nilsen,150
180537,79100,03172286-f7ed-4864-a4db-459cd5ca9790,Ciara & Missy Elliott,448
180607,65851,23f8ae5f-2989-4ba4-a330-cbe5d250c13a,Gotan Project/Koxmoz,370
180629,3452,382f1005-e9ab-4684-afd4-0bdae4ee37f2,2Pac & Dr. Dre,9
180644,174126,,Guns 'N' Roses,866
180675,304049,29c28ac3-27c5-4822-8eb6-0af89a3a7240,RZA as Bobby Digital,1435
180755,263077,,The Oscar Peterson Trio & Stan Getz,1257
180800,118045,,Tiesto & Allure Vs. Calvin Harris Feat. Example,603
180825,270517,09007862-6b59-4562-93c6-5387a724a7b0,Hans Zimmer & will.i.am,1292
180836,171076,6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6,Grateful Dead & Joan Baez,852
180856,114529,1f2704a5-018a-422d-841b-c930fe28e76a,Dionne Warwick & Mýa,591
180956,395366,05bec261-d687-4d57-8898-af096db3bb0a,Vladimir Ashkenazy [Piano],1748
180977,36100,0103c1cc-4a09-4a5d-a344-56ad99a77193,Avril Lavigne,179
181006,400911,5dedf5cf-a598-4408-9556-3bf3f149f3ba,White Snake,1768
181060,56994,494e8d09-f85b-4543-892f-a5096aed1cd4,Mariah Carey & Whitney Houston,319
181071,438990,f37b3f31-b1f8-4b88-8cb5-b34f709b17d7,Iggy & The Stooges,1881
181100,3452,,2Pac & Anthony Hamilton,9
181111,351125,30d639db-5c8f-494e-a937-460a4b67f3b4,The Bloody Beetroots feat. Refused,1621
181149,56994,,Mariah Carey Vs. Jump Smokers,319
181152,235902,,Moby & Lucky Date,1131
181223,18055,6b064ead-91a4-4ac8-8076-b1febe4f4aac,Alison Krauss & Gillian Welch,85
181276,427612,,Hardwell & Laidback Luke,1850
181307,319762,,Simian Mobile Disco & Roman Flu?gel,1494
181549,467006,61ed9c9c-79eb-4e8f-8015-bd599ac0ab49,Katatonia,1995
181594,145129,959cf5bf-ee29-4af6-a85a-0b480181d988,Everything But the Girl,722
181672,296491,,R.Kelly ft.T-Pain & T.I.- I,1401
181680,196973,4d5447d7-c61c-4120-ba1b-d7f471d385b9,John Lennon & The Plastic Ono Band,966
181727,405103,187d7633-e0de-45dd-82c1-3280181e8396,Wumpscut,1784
181771,250536,4aae17a7-9f0c-487b-b60e-f8eafb410b1d,Nick Cave & PJ Harvey,1204
181935,93941,0290e909-580b-4273-8f27-63aee68f8d82,Кино,506
181993,229444,210769a3-4aca-4199-a2e1-676ef376e078,Michael Jackson &  Freddie Mercury,1113
182057,54198,41ac07cd-8c7b-4766-9422-2c772a2b027b,Bob Marley & Funkstar De Luxe,299
182134,93147,,Земфира & Billy's band & Esthetic Education,504
182213,31356,,Elvis Presley & Jason Nevins,155
182272,81388,b5c2fdfc-d037-45b8-84f9-09ebb7ff8aa1,Cliff Richard & The Drifters,457
182312,227,1bb1eec6-88c3-4028-8920-a985c4b9081a,David Guetta; Sia,2
182413,28378,788ad31c-bf0c-4a31-83f8-b8b130d79c76,Apocalyptica feat. Corey Taylor,135
182424,48017,8247a3f2-3a8e-4256-b322-6c57b03a4e36,Bill Evans & Eddie Gomez,251
182440,116222,e0de89c0-35ac-4882-ac4c-5d13b614e5da,Madlib,600
182465,163922,f795c501-1c41-4be2-bc2a-875eba75aa31,Gentle Giant,811
182489,352875,4fcb7864-42dd-4dcf-b269-6da0d9042956,The Church,1623
182749,335464,4edb7c9c-2ce5-4b4d-8527-51268eae946e,Sting & Mary J. Blige,1567
182781,81532,e6424fa5-08d3-41c6-96f3-8549f733708c,Clipse feat. Bilal & Pharrell Williams,459
182828,446895,0217fabf-0e84-4c36-b197-f1b6e1263506,James Taylor & Joni Mitchell (live),1912
182860,374826,58e5332d-383e-414c-9917-776d7b1493a2,Tiga & Zyntherius,1685
182995,175912,abf5f674-dbad-4219-b3ad-dbd6fb163c8e,HammerFall,874
183036,110906,a933a8ba-54b3-42d8-b2d8-a5fc5405d015,Desert Dwellers,559
183053,149878,,Mendelssohn,742
183078,125977,,Joe Hisaishi & Toshiyuki Omori,636
183172,283933,1fda852b-92e9-4562-82fa-c52820a77b23,The Pussycat Dolls,1357
183197,446686,,James Last & Gheorghe Zamfir - The Lonely Shepherd,1910
183198,211702,79239441-bfd5-4981-a70c-55c3f15c1287,Madonna & Antonio Banderas,1030
183339,61438,04f36ed0-1a92-4f09-a3e5-b118e0f2c66b,Bugge Wesseltoft & Henning Kraggerud,351
183379,81036,dacc2d64-7e59-42a8-87a9-10c53919aff2,Clean Bandit feat Jess Glynne,455
183428,331896,17ed0092-b086-4f1c-95bf-32fb79c511c5,Stan Getz & João Gilberto,1546
183445,110337,8538e728-ca0b-4321-b7e5-cff6565dd4c0,Depech Mode,557
183457,334995,8347dd6d-b9a2-4e96-a610-d1ed67b189f1,Steve Roach & Roger King,1562
183526,378891,8ff5de37-b7a5-4f63-b8a5-cf98d8d0ed69,Tom Waits,1699
183591,325151,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System of a Down,1522
183598,334995,8347dd6d-b9a2-4e96-a610-d1ed67b189f1,Steve Roach & Byron Metcalf,1562
183758,227,1bb1eec6-88c3-4028-8920-a985c4b9081a,David Guetta Feat. Will.i.am,2
183769,75192,8b506e4a-c343-467b-aad6-300a9bfac355,CHICANE & MAIRE BRENNAN OF CLANNAD,427
183770,66215,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,Calvin Harris & John Newman,374
183783,120937,5f6ab597-f57a-40da-be9e-adad48708203,Dr Dree&Snoop Dog,613
183890,193692,,Lata Mangeshkar & Mukesh,951
183928,48127,d59c4cda-11d9-48db-8bfe-b557ee602aed,Billie Holiday with Eddie Heywood & His Orchestra,255
183982,390007,023671ff-b1ad-4133-a4f3-aadaaadfd2e0,Various Artists,1738
184041,88074,4ce1c576-305a-4b82-82fa-5e5359056219,Curren$y & Alchemist,487
184161,297605,93209865-ebeb-4346-96a5-f64305cd0185,Robert Rich,1406
184170,162038,73549455-66cb-4570-b0bf-caf3d8d631fe,Gareth Emery,805
184209,139758,35ef61ca-43db-4772-ba27-0489e9ebcb69,Emmylou Harris & Rodney Crowell,699
184220,87347,8e72cc9f-9e5f-4641-b7c9-3e7d1a4ef6a2,Filter / The Crystal Method,483
184299,361230,70105dc4-9881-4e99-b470-dbb5a01674d9,Thelonious Monk & John Coltrane,1648
184460,190361,,L`Ame Immortelle,939
184465,4892,,5nizza & Marksheider kunst,18
184559,433694,c0d96e6b-ee48-422d-8c28-f169ada973a8,Holly Golightly & the Breakoffs,1868
184585,427612,170d6637-36e0-49dd-a225-c4fd5b77a285,Hardwell,1850
184594,395871,4753fcb7-9270-493a-974d-8daca4e49125,Volbeat,1752
184601,133573,1a60d6dd-9d3e-40fc-a66d-3184f9ee0d61,Eddie Vedder & Ben Harper,675
184611,403590,,Wiz Khalifa & Snoop Dogg,1782
184623,70176,,Catherine Coulter,399
184637,56683,,David Bowie & Philadelphia Orchestra,316
184658,450164,14a4bc78-1c2d-4ca7-8d1b-9b58076a2a17,Jeff Beck,1928
184702,112418,67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98,Diana Krall & Hank Jones,571
184722,40755,e50f9da8-a0a2-4a97-94b6-c649a2b96c0b,Basil Poledouris,203
184863,217654,,Marina & The Diamonds4,1054
184864,48929,197450cd-0124-4164-b723-3c22dd16494d,Frank Sinatra And Sextet,262
184969,446387,06bc33a2-c556-4aed-81c8-b504e4ab30b5,James Brown & Dee Felice Trio,1908
185008,245715,5e9c618a-437d-4cca-9957-4a33cba93da2,Nas Feat. Lauryn Hill,1179
185035,170088,06ff5224-8d47-4154-b947-9fbe8fbd93c0,Gossip,846
185164,285155,5803c81e-739a-4057-9a5c-cf84e55db630,Quincy Jones & Arnold Harry,1360
185189,261581,42c14c80-bd17-47e4-9bb2-a35897638c4d,The Orb,1253
185302,441290,eab76c9f-ff91-4431-b6dd-3b976c598020,Infected Mushroom vs. Liranran,1892
185346,309369,0a05119c-34e4-4fbc-a811-b7db1411bc34,Sergio Mendes & Erykah Badu And Will I Am,1456
185367,270517,,Hans Zimmer & Martin Tillman & Jim Dooley,1292
185386,107547,,D¿em & Kasia Kowalska,545
185441,134390,,"Elgar, Sir Edward",680
185462,189974,bb3cbea2-5ad4-4917-bc84-8a1975d40315,Talib Kweli feat. Sa-Ra,937
185561,67058,564196ba-4545-4872-87a0-4a12fdf91d0b,Cannonball Adderly & Bill Evans,384
185571,235902,00810267-f0ac-45a6-ae99-0b8c9c18f3c2,Moby & Public Enemy,1131
185683,161819,8559df00-6489-4e23-83dd-d43e3ec4745c,Gangstarr,803
185731,331896,17ed0092-b086-4f1c-95bf-32fb79c511c5,Stan Getz & Bill Evans,1546
185841,186420,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,Korn & Limp Bizkit,924
185870,390951,,Van Morrison & Sinead O'Connor & The Chieftains,1742
185876,327674,,Sopor Aeternus & The Ensemble of Shadows,1534
185885,166301,,Gilberto Gil & Rita Lee,826
185928,245930,,Harry Gregson-Williams & Hans Zimmer,1184
185983,214828,922a18b1-0aba-4868-8f38-2aa4f324fe16,Mannheim Steamroller,1040
186150,427911,,Harold Budd & Zeitgeist,1851
186207,279365,169c4c28-858e-497b-81a4-8bc15e0026ea,Porcupine Tree,1340
186234,282779,14c5a3a3-f5ed-4978-99af-486010e3a007,Psychic TV,1352
186245,259883,50cda094-69f1-4141-b2d6-515b9e15d2be,O.M.D.,1242
186268,28268,,Aphex Twin & Squarepusher,134
186304,191173,650e7db6-b795-4eb5-a702-5ea2fc46c848,Lady Gaga Featuring Colby O'Donis,943
